parent,variant_smiles,mw,logp,hbd,hba,tpsa,qed
EMB-3,O=C(OC1COc2cc(O)ccc2C1)C1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1,482.4410000000002,2.759500000000001,6,10,166.14000000000001,0.24134155036493596
EMB-3,O=C(OC1COc2cc(O)ccc2C1)C1Cc2c(O)cc(O)cc2OC1C1COc2cc(O)ccc2C1,506.5070000000003,3.2269000000000014,4,9,134.91000000000003,0.39501325377906676
EMB-3,COC1Oc2cc(O)cc(O)c2CC1C(=O)OC1COc2cc(O)ccc2C1,388.3720000000001,1.8738999999999997,3,8,114.68000000000002,0.6830384312548775
EMB-3,C=CC(C)(C)C1OC(C(=O)OC2COc3cc(O)ccc3C2)C(O)C(O)C1O,394.4200000000001,0.30119999999999975,4,8,125.68000000000002,0.4244773758454876
EMB-3,O=C(OC1COc2cc(O)ccc2C1)C1OC(C2COc3cc(O)ccc3C2)C(O)C(O)C1O,474.4620000000002,0.04589999999999955,5,10,155.14000000000001,0.3853519470846316
EMB-3,O=C(OC1COc2cc(O)ccc2C1)c1cc(CO)ccc1O,316.309,1.7505999999999995,3,6,96.22000000000001,0.7466617305375166
EMB-3,C=CC(C)(C)c1ccc(O)c(C(=O)OC2COc3cc(O)ccc3C2)c1,354.40200000000004,3.7219000000000024,2,5,75.99000000000001,0.6463665250226122
EMB-3,COc1ccc(O)c(C(=O)OC2COc3cc(O)ccc3C2)c1,316.309,2.2669000000000006,2,6,85.22000000000001,0.845019037685698
EMB-3,O=C(OC1COc2cc(O)ccc2C1)c1cc(-c2cc(O)c(O)c(O)c2)ccc1O,410.3780000000001,3.042100000000002,5,8,136.68,0.3282625348593722
EMB-3,O=C(OC1COc2cc(O)ccc2C1)c1cc(C2COc3cc(O)ccc3C2)ccc1O,434.4440000000002,3.682600000000002,3,7,105.45000000000002,0.5401841405728462
EMB-3,O=C(OC1COc2cc(O)ccc2C1)c1ccc(CO)c(O)c1O,332.30800000000005,1.4561999999999995,4,7,116.45000000000002,0.496419117615625
EMB-3,C=CC(C)(C)c1ccc(C(=O)OC2COc3cc(O)ccc3C2)c(O)c1O,370.40100000000007,3.427500000000003,3,6,96.22000000000001,0.433486894723586
EMB-3,COc1ccc(C(=O)OC2COc3cc(O)ccc3C2)c(O)c1O,332.3080000000001,1.972500000000001,3,7,105.45000000000002,0.5827136941926943
EMB-3,O=C(OC1COc2cc(O)ccc2C1)c1ccc(-c2cc(O)c(O)c(O)c2)c(O)c1O,426.3770000000001,2.747700000000001,6,9,156.91,0.2736300624524302
EMB-3,O=C(OC1COc2cc(O)ccc2C1)c1ccc(C2COc3cc(O)ccc3C2)c(O)c1O,450.44300000000027,3.388200000000002,4,8,125.68000000000002,0.3534921687321409
EMB-3,O=C(Oc1cc(O)c(O)c(O)c1)C1Cc2c(O)cc(O)cc2OC1C1COc2cc(O)ccc2C1,482.44100000000026,2.6968000000000014,6,10,166.14,0.18559374475210644
EMB-3,O=C(Oc1cc(O)c(O)c(O)c1)C1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1,458.37500000000017,2.2294,8,11,197.36999999999998,0.16265635519507576
EMB-3,COC1Oc2cc(O)cc(O)c2CC1C(=O)Oc1cc(O)c(O)c(O)c1,364.30600000000004,1.3437999999999992,5,9,145.91000000000003,0.3092199224169883
EMB-3,O=C(Oc1cc(O)c(O)c(O)c1)C1Cc2c(O)cc(O)cc2OC1CO,364.3060000000001,0.7321999999999997,6,9,156.91,0.2623565346012365
EMB-3,C=CC(C)(C)C1Oc2cc(O)cc(O)c2CC1C(=O)Oc1cc(O)c(O)c(O)c1,402.3990000000001,2.9521000000000024,5,8,136.68,0.22784891660801143
EMB-3,COC1Cc2c(O)cc(O)cc2OC1C(=O)Oc1cc(O)c(O)c(O)c1,364.30600000000004,1.1386999999999996,5,9,145.91000000000003,0.30723474451308463
EMB-3,O=C(Oc1cc(O)c(O)c(O)c1)C1Oc2cc(O)cc(O)c2CC1c1cc(O)c(O)c(O)c1,458.37500000000017,2.0243,8,11,197.36999999999998,0.16228968644961053
EMB-3,O=C(Oc1cc(O)c(O)c(O)c1)C1Oc2cc(O)cc(O)c2CC1CO,364.3060000000001,0.7321999999999997,6,9,156.91,0.2623565346012365
EMB-3,C=CC(C)(C)C1Cc2c(O)cc(O)cc2OC1C(=O)Oc1cc(O)c(O)c(O)c1,402.39900000000017,2.9521000000000024,5,8,136.68,0.22784891660801143
EMB-3,O=C(Oc1cc(O)c(O)c(O)c1)c1cc(C2COc3cc(O)ccc3C2)ccc1O,410.3780000000001,3.152500000000002,5,8,136.68,0.25231307920520457
EMB-3,O=C(Oc1cc(O)c(O)c(O)c1)c1cc(-c2cc(O)c(O)c(O)c2)ccc1O,386.31200000000007,2.512,7,9,167.91,0.20309154899051401
EMB-3,COc1ccc(O)c(C(=O)Oc2cc(O)c(O)c(O)c2)c1,292.243,1.7367999999999997,4,7,116.45000000000002,0.38649391367578156
EMB-3,O=C(Oc1cc(O)c(O)c(O)c1)c1cc(CO)ccc1O,292.243,1.2204999999999993,5,7,127.45000000000002,0.3267219568973633
EMB-3,C=CC(C)(C)c1ccc(O)c(C(=O)Oc2cc(O)c(O)c(O)c2)c1,330.336,3.1918000000000024,4,6,107.22000000000001,0.29674315467701406
EMB-3,O=C(Oc1cc(-c2cc(O)c(O)c(O)c2)ccc1O)c1cc(O)c(O)c(O)c1,386.3120000000001,2.5119999999999996,7,9,167.91,0.20309154899051401
EMB-3,O=C(Oc1cc(C2COc3cc(O)ccc3C2)ccc1O)c1cc(O)c(O)c(O)c1,410.3780000000001,3.1525000000000007,5,8,136.68,0.25231307920520457
