compound,target,has_warhead,warheads,cys_target,consensus
Acteoside (Verbascoside),CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Acteoside (Verbascoside),TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
Acteoside (Verbascoside),SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
Acteoside (Verbascoside),SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Acteoside (Verbascoside),AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Paeoniflorin,MMP1,False,,Cys278,non_covalent_only
Paeoniflorin,MMP3,False,,Cys100,non_covalent_only
Paeoniflorin,MMP9,False,,Cys99,non_covalent_only
Paeoniflorin,TGFB1,False,,Cys223,non_covalent_only
Paeoniflorin,CTGF,False,,,non_covalent_only
Paeoniflorin,TYR,False,,Cys81,non_covalent_only
Paeoniflorin,SIRT1,False,,Cys371,non_covalent_only
Paeoniflorin,SRD5A2,False,,,non_covalent_only
Paeoniflorin,AR,False,,,non_covalent_only
Avenanthramide A,MMP1,False,,Cys278,non_covalent_only
Avenanthramide A,MMP3,False,,Cys100,non_covalent_only
Avenanthramide A,MMP9,False,,Cys99,non_covalent_only
Avenanthramide A,TGFB1,False,,Cys223,non_covalent_only
Avenanthramide A,CTGF,False,,,non_covalent_only
Avenanthramide A,TYR,False,,Cys81,non_covalent_only
Avenanthramide A,SIRT1,False,,Cys371,non_covalent_only
Avenanthramide A,SRD5A2,False,,,non_covalent_only
Avenanthramide A,AR,False,,,non_covalent_only
Punicalagin,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278,covalent_capable
Punicalagin,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100,covalent_capable
Punicalagin,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99,covalent_capable
Punicalagin,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223,covalent_capable
Punicalagin,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Punicalagin,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
Punicalagin,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
Punicalagin,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Punicalagin,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Astragaloside IV,MMP1,False,,Cys278,non_covalent_only
Astragaloside IV,MMP3,False,,Cys100,non_covalent_only
Astragaloside IV,MMP9,False,,Cys99,non_covalent_only
Astragaloside IV,TGFB1,False,,Cys223,non_covalent_only
Astragaloside IV,CTGF,False,,,non_covalent_only
Astragaloside IV,TYR,False,,Cys81,non_covalent_only
Astragaloside IV,SIRT1,False,,Cys371,non_covalent_only
Astragaloside IV,SRD5A2,False,,,non_covalent_only
Astragaloside IV,AR,False,,,non_covalent_only
Ginsenoside Rb1,MMP1,False,,Cys278,non_covalent_only
Ginsenoside Rb1,MMP3,False,,Cys100,non_covalent_only
Ginsenoside Rb1,MMP9,False,,Cys99,non_covalent_only
Ginsenoside Rb1,TGFB1,False,,Cys223,non_covalent_only
Ginsenoside Rb1,CTGF,False,,,non_covalent_only
Ginsenoside Rb1,TYR,False,,Cys81,non_covalent_only
Ginsenoside Rb1,SIRT1,False,,Cys371,non_covalent_only
Ginsenoside Rb1,SRD5A2,False,,,non_covalent_only
Ginsenoside Rb1,AR,False,,,non_covalent_only
Crocin,MMP1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278,covalent_capable
Crocin,MMP3,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100,covalent_capable
Crocin,MMP9,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99,covalent_capable
Crocin,TGFB1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223,covalent_capable
Crocin,CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Crocin,TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
Crocin,SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
Crocin,SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Crocin,AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
