plant,lotus_id,wikidata_id,name,smiles,inchikey,molecular_formula,MW,n_atoms,n_rings,npl_score
Scutellaria baicalensis,LTS0173761,Q105213274,"3,4,5-trihydroxy-6-[2-(5-hydroxy-7,8-dimethoxy-4-oxochromen-2-yl)-3-methoxyphenoxy]oxane-2-carboxylic acid",COc1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1-c1cc(=O)c2c(O)cc(OC)c(OC)c2o1,PQLPFYVPSLASRG-UHFFFAOYSA-N,C24H24O13,520.440503673133,37,5,1.0
Scutellaria baicalensis,LTS0195913,Q421972,malonic acid,O=C(O)CC(=O)O,OFOBLEOULBTSOW-UHFFFAOYSA-N,C3H4O4,104.06159041594476,7,0,2.7227883693951767
Scutellaria baicalensis,LTS0200644,Q973741,chrysin,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,RTIXKCRFFJGDFG-UHFFFAOYSA-N,C15H10O4,254.23806570035546,19,4,1.0
Scutellaria baicalensis,LTS0274156,Q415612,dibutyl-phthalate,CCCCOC(=O)c1ccccc1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N,C16H22O4,278.34409064305294,20,1,1.0153650543464616
Scutellaria baicalensis,LTS0154195,Q27127003,pyrrole-2-carboxaldehyde,O=Cc1ccc[nH]1,ZSKGQVFRTSEPJT-UHFFFAOYSA-N,C5H5NO,95.09949138767435,7,1,1.0
Scutellaria baicalensis,LTS0136774,Q72497982,"5,6-dihydroxy-2-phenyl-7-{[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}chromen-4-one",O=c1cc(-c2ccccc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)c(O)c12,IPQKDIRUZHOIOM-IAAKTDFRSA-N,C21H20O10,432.3783181847577,31,5,1.0
Scutellaria baicalensis,LTS0148116,Q83107690,"5,8-dihydroxy-2-(2-hydroxyphenyl)-6,7-dimethoxychromen-4-one",COc1c(OC)c(O)c2c(=O)cc(-c3ccccc3O)oc2c1O,BYGRZBWUKYXRHL-UHFFFAOYSA-N,C17H14O7,330.2895152919428,24,4,1.0
Scutellaria baicalensis,LTS0147414,Q27890207,butylidenephthalide,CCCC=C1OC(=O)c2ccccc21,WMBOCUXXNSOQHM-DHZHZOJOSA-N,C12H12O2,188.22292966250427,14,3,1.0106979442137642
Scutellaria baicalensis,LTS0150205,Q5003180,butylphthalide,CCCCC1OC(=O)c2ccccc21,HJXMNVQARNZTEE-UHFFFAOYSA-N,C12H14O2,190.23881117015586,14,3,1.0109750388189012
Scutellaria baicalensis,LTS0144307,Q105350059,"5,7-dihydroxy-2-(2-hydroxy-6-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)chromen-4-one",O=c1cc(-c2c(O)cccc2OC2OC(CO)C(O)C(O)C2O)oc2cc(O)cc(O)c12,YLCGMXKVTQXMCZ-UHFFFAOYSA-N,C21H20O11,448.37772311232715,32,5,1.0
Scutellaria baicalensis,LTS0141375,Q15426253,isoscutellarein,O=c1cc(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,NXHQVROAKYDSNW-UHFFFAOYSA-N,C15H10O6,286.23687555549424,21,4,1.0
Scutellaria baicalensis,LTS0203280,Q27108630,β-eudesmol,C=C1CCCC2(C)CCC(C(C)(C)O)CC12,BOPIMTNSYWYZOC-VNHYZAJKSA-N,C15H26O,222.3669029788599,16,3,1.4085627428838288
Scutellaria baicalensis,LTS0157117,Q27145412,isoschaftoside,O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)c(C3OCC(O)C(O)C3O)c(O)c12,OVMFOVNOXASTPA-VYUBKLCTSA-N,C26H28O14,564.4931434095816,40,6,1.0
Scutellaria baicalensis,LTS0128050,Q414116,"3,4-dihydroxycinnamic acid",O=C(O)C=Cc1ccc(O)c(O)c1,QAIPRVGONGVQAS-DUXPYHPUSA-N,C9H8O4,180.15776881197593,13,1,1.4638276379140862
Scutellaria baicalensis,LTS0146085,Q150744,dodecane,CCCCCCCCCCCC,SNRUBQQJIBEYMU-UHFFFAOYSA-N,C12H26,170.33529036092654,12,0,1.0
Scutellaria baicalensis,LTS0150428,Q151028,heptacosane,CCCCCCCCCCCCCCCCCCCCCCCCCCC,BJQWYEJQWHSSCJ-UHFFFAOYSA-N,C27H56,380.7345514275201,27,0,1.0
Scutellaria baicalensis,LTS0152081,Q420648,talmon,Cc1occc(=O)c1O,XPCTZQVDEJYUGT-UHFFFAOYSA-N,C6H6O3,126.11027468639095,9,1,1.0
Scutellaria baicalensis,LTS0145871,Q191700,benzoic acid,O=C(O)c1ccccc1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,C7H6O2,122.12160565560957,9,1,1.669973254764791
Scutellaria baicalensis,LTS0138388,Q105379836,"(2r,3r,4r,5r,6r)-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)-4-{[(2s,3r,4r,5r,6s)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}oxan-3-yl (2e)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",COc1cc(C=CC(=O)OC2C(CO)OC(OCCc3ccc(O)c(O)c3)C(O)C2OC2OC(C)C(O)C(O)C2O)ccc1O,ZMYQRHSOVRDQDL-CPPDSBOHSA-N,C30H38O15,638.6148994625607,45,4,1.4306970923487943
Scutellaria baicalensis,LTS0146180,Q150911,nonadecane,CCCCCCCCCCCCCCCCCCC,LQERIDTXQFOHKA-UHFFFAOYSA-N,C19H40,268.52161219200354,19,0,1.0
Scutellaria baicalensis,LTS0084502,Q105189114,"5,7-dihydroxy-2-(2-hydroxy-6-methoxyphenyl)-8-methoxychromen-4-one",COc1cccc(O)c1-c1cc(=O)c2c(O)cc(O)c(OC)c2o1,OBPTWCJIAIXDRP-UHFFFAOYSA-N,C17H14O7,330.28951529194285,24,4,1.0
Scutellaria baicalensis,LTS0161723,Q72482169,4'-hydroxywogonin,COc1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,OEZZJTAJYYSQKM-UHFFFAOYSA-N,C16H12O6,300.2634929599338,22,4,1.0
Scutellaria baicalensis,LTS0225699,Q27132237,β-elemene,C=CC1(C)CCC(C(=C)C)CC1C(=C)C,OPFTUNCRGUEPRZ-QLFBSQMISA-N,C15H24,204.35161654363895,15,1,1.0
Scutellaria baicalensis,LTS0098532,Q104983606,"5-hydroxy-2-(2-hydroxy-6-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-6,7,8-trimethoxychromen-4-one",COc1c(OC)c(O)c2c(=O)cc(-c3c(O)cccc3OC3OC(CO)C(O)C(O)C3O)oc2c1OC,DKQNLLRUQPBLQO-UHFFFAOYSA-N,C24H26O13,522.4563851807847,37,5,1.0
Scutellaria baicalensis,LTS0079452,Q105022691,viscidulin ii,COc1cc(O)c2c(=O)cc(-c3c(O)cccc3O)oc2c1OC,GWRFNPJGKCUUSJ-UHFFFAOYSA-N,C17H14O7,330.2895152919428,24,4,1.0
Scutellaria baicalensis,LTS0089836,Q150977,tricosane,CCCCCCCCCCCCCCCCCCCCCCC,FIGVVZUWCLSUEI-UHFFFAOYSA-N,C23H48,324.62808180976185,23,0,1.0
Scutellaria baicalensis,LTS0139222,Q16676086,methyl palmitate,CCCCCCCCCCCCCCCC(=O)OC,FLIACVVOZYBSBS-UHFFFAOYSA-N,C17H34O2,270.45130573061164,19,0,1.008086870708664
Scutellaria baicalensis,LTS0271026,Q104395685,diosmine,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O,GZSOSUNBTXMUFQ-UHFFFAOYSA-N,C28H32O15,608.5457831460301,43,6,1.0
Scutellaria baicalensis,LTS0237657,Q105375446,"5,7-dihydroxy-2-phenyl-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one",O=c1cc(-c2ccccc2)oc2c(C3OCC(O)C(O)C3O)c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,ZGVGUTOTMNVHSX-UHFFFAOYSA-N,C26H28O13,548.4937384820122,39,6,1.0
Scutellaria baicalensis,LTS0276379,Q105032030,"(2r)-2-(2,6-dihydroxyphenyl)-3,4-dihydro-2h-1-benzopyran-5,7-diol",Oc1cc(O)c2c(c1)OC(c1c(O)cccc1O)CC2,HPXXXNRCPREQEL-CYBMUJFWSA-N,C15H14O5,274.269233643228,20,4,1.0
Scutellaria baicalensis,LTS0134950,Q150843,cetane,CCCCCCCCCCCCCCCC,DCAYPVUWAIABOU-UHFFFAOYSA-N,C16H34,226.44175997868484,16,0,1.0
Scutellaria baicalensis,LTS0252065,Q1649664,diosmetin,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,MBNGWHIJMBWFHU-UHFFFAOYSA-N,C16H12O6,300.26349295993384,22,4,1.0
Scutellaria baicalensis,LTS0248135,Q104983603,"5-hydroxy-2-(2-hydroxy-6-{[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-6,7,8-trimethoxychromen-4-one",COc1c(OC)c(O)c2c(=O)cc(-c3c(O)cccc3OC3OC(CO)C(O)C(O)C3O)oc2c1OC,DKQNLLRUQPBLQO-NVZSQUQVSA-N,C24H26O13,522.4563851807847,37,5,1.0
Scutellaria baicalensis,LTS0253733,Q416114,4-terpineol,CC1=CCC(O)(C(C)C)CC1,WRYLYDPHFGVWKC-UHFFFAOYSA-N,C10H18O,154.24969746431364,11,1,1.5942730805582963
Scutellaria baicalensis,LTS0181619,Q105222765,"2,3,3,5,6-pentahydroxy-2-phenyl-1-benzopyran-4-one",O=C1c2c(ccc(O)c2O)OC(O)(c2ccccc2)C1(O)O,QJMWNZIONUJUHA-UHFFFAOYSA-N,C15H12O7,304.2521619907152,22,4,1.0213012898281277
Scutellaria baicalensis,LTS0111934,Q105148334,"7-({4,8-dihydroxy-7-oxo-2,6-dioxabicyclo[3.2.1]octan-3-yl}oxy)-5,6-dihydroxy-2-phenylchromen-4-one",O=C1OC2C(O)C(Oc3cc4oc(-c5ccccc5)cc(=O)c4c(O)c3O)OC1C2O,KZMNJHYDTYSPTO-UHFFFAOYSA-N,C21H16O10,428.3465551694545,31,7,1.00495646914402
Scutellaria baicalensis,LTS0185057,Q1051071,damascone,CC=CC(=O)C1=C(C)CCCC1(C)C,BGTBFNDXYDYBEY-FNORWQNLSA-N,C13H20O,192.2977866623292,14,1,1.4277937044578881
Scutellaria baicalensis,LTS0187098,Q104965723,rehderianin i,COc1cc(O)c2c(=O)cc(-c3cc(O)ccc3O)oc2c1OC,CNFKFBYQNXFUCI-UHFFFAOYSA-N,C17H14O7,330.2895152919428,24,4,1.0
Scutellaria baicalensis,LTS0176185,Q409606,wogonin,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,XLTFNNCXVBYBSX-UHFFFAOYSA-N,C16H12O5,284.2640880323644,21,4,1.0
Scutellaria baicalensis,LTS0189939,Q21099594,sedanolide,CCCCC1OC(=O)C2=CCCCC21,UPJFTVFLSIQQAV-UHFFFAOYSA-N,C12H18O2,194.270574185459,14,3,0.9697807677310623
Scutellaria baicalensis,LTS0173497,Q27068159,cupressuflavone,O=c1cc(-c2ccc(O)cc2)oc2c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c(O)cc(O)c12,LADPNODMUXOPRG-UHFFFAOYSA-N,C30H18O10,538.4590597481981,40,8,1.0
Scutellaria baicalensis,LTS0122056,Q105375447,"5,7-dihydroxy-2-phenyl-6-[(2s,3r,4r,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-[(2s,3r,4s,5s)-3,4,5-trihydroxyoxan-2-yl]chromen-4-one",O=c1cc(-c2ccccc2)oc2c(C3OCC(O)C(O)C3O)c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,ZGVGUTOTMNVHSX-VYUBKLCTSA-N,C26H28O13,548.4937384820122,39,6,1.0
Scutellaria baicalensis,LTS0187014,Q105115407,"2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,4,5-triol",OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,ILRCGYURZSFMEG-UHFFFAOYSA-N,C14H20O7,300.3049521245336,21,2,1.0
Scutellaria baicalensis,LTS0106920,Q27163470,(+/-)-eriodictyol,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,SBHXYTNGIZCORC-UHFFFAOYSA-N,C15H12O6,288.2527570631458,21,4,1.0223156369628004
Scutellaria baicalensis,LTS0114948,Q3356626,oroxindin,COc1c(OC2OC(C(=O)O)C(O)C(O)C2O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,LNOHXHDWGCMVCO-NTKSAMNMSA-N,C22H20O11,460.3884590091151,33,5,1.0
Scutellaria baicalensis,LTS0214562,Q63390537,(-)-tartaric acid,O=C(O)C(O)C(O)C(=O)O,FEWJPZIEWOKRBE-XIXRPRMCSA-N,C4H6O6,150.08701767552313,10,0,NaN
Scutellaria baicalensis,LTS0045033,Q27266299,senkyunolide a,CCCCC1OC(=O)C2=C1CCC=C2,ZPIKVDODKLJKIN-NSHDSACASA-N,C12H16O2,192.25469267780744,14,3,0.9697807677310623
Scutellaria baicalensis,LTS0256910,Q207688,oleic acid,CCCCCCCCC=CCCCCCCCC(=O)O,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,C18H34O2,282.4620416273996,20,0,1.301487964644156
Scutellaria baicalensis,LTS0211671,Q105307616,"(2r,3r,4r,5r,6r)-5-hydroxy-6-[2-(3-hydroxy-4-methoxyphenyl)ethoxy]-2-(hydroxymethyl)-4-{[(2s,3r,4r,5r,6s)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}oxan-3-yl (2e)-3-(3,4-dihydroxyphenyl)prop-2-enoate",COc1ccc(CCOC2OC(CO)C(OC(=O)C=Cc3ccc(O)c(O)c3)C(OC3OC(C)C(O)C(O)C3O)C2O)cc1O,WKQLGHCWJNLUKK-CPPDSBOHSA-N,C30H38O15,638.6148994625607,45,4,1.4638276379140862
Scutellaria baicalensis,LTS0273103,Q104397949,rivularin (flavone),COc1cccc(O)c1-c1cc(=O)c2c(O)cc(OC)c(OC)c2o1,IYMNRCWUEDWTPE-UHFFFAOYSA-N,C18H16O7,344.3161326963824,25,4,1.0
Scutellaria baicalensis,LTS0202772,Q5114941,chrysosplenetin,COc1cc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)ccc1O,NBVTYGIYKCPHQN-UHFFFAOYSA-N,C19H18O8,374.34215502839135,27,4,1.0
Scutellaria baicalensis,LTS0102566,Q422658,myristic acid,CCCCCCCCCCCCCC(=O)O,TUNFSRHWOTWDNC-UHFFFAOYSA-N,C14H28O2,228.3714535172929,16,0,1.376859955805195
Scutellaria baicalensis,LTS0243740,Q104936039,"5-hydroxy-2-(2-hydroxy-6-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-7,8-dimethoxychromen-4-one",COc1cc(O)c2c(=O)cc(-c3c(O)cccc3OC3OC(CO)C(O)C(O)C3O)oc2c1OC,BHLJXSJOVYTGQA-UHFFFAOYSA-N,C23H24O12,492.43036284877564,35,5,1.0
Scutellaria baicalensis,LTS0206564,Q104936038,"5-hydroxy-2-(2-hydroxy-6-{[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-7,8-dimethoxychromen-4-one",COc1cc(O)c2c(=O)cc(-c3c(O)cccc3OC3OC(CO)C(O)C(O)C3O)oc2c1OC,BHLJXSJOVYTGQA-BSTKLLGTSA-N,C23H24O12,492.43036284877564,35,5,1.0
Scutellaria baicalensis,LTS0038303,Q150888,heptadecane,CCCCCCCCCCCCCCCCC,NDJKXXJCMXVBJW-UHFFFAOYSA-N,C17H36,240.4683773831244,17,0,1.0
Scutellaria baicalensis,LTS0210438,Q104253008,"3,4,5-trihydroxy-6-[(5-hydroxy-8-methoxy-4-oxo-2-phenylchromen-7-yl)oxy]oxane-2-carboxylic acid",COc1c(OC2OC(C(=O)O)C(O)C(O)C2O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,LNOHXHDWGCMVCO-UHFFFAOYSA-N,C22H20O11,460.3884590091151,33,5,1.0
Scutellaria baicalensis,LTS0237204,Q213050,succinic acid,O=C(O)CCC(=O)O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,C4H6O4,118.08820782038435,8,0,2.5074398232207797
Scutellaria baicalensis,LTS0077695,Q83101774,"5,7-dihydroxy-2-(2-hydroxyphenyl)chromen-4-one",O=c1cc(-c2ccccc2O)oc2cc(O)cc(O)c12,OFYPDAKTVZXXPC-UHFFFAOYSA-N,C15H10O5,270.2374706279249,20,4,1.0
Scutellaria baicalensis,LTS0063942,Q104916012,"methyl 6-[(5,6-dihydroxy-4-oxo-2-phenylchromen-7-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylate",COC(=O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,AOWRAYJMTOYETH-UHFFFAOYSA-N,C22H20O11,460.3884590091151,33,5,1.0
Scutellaria baicalensis,LTS0055785,Q104983608,"5-hydroxy-2-(2-hydroxy-6-{[(2s,3s,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-6,7,8-trimethoxychromen-4-one",COc1c(OC)c(O)c2c(=O)cc(-c3c(O)cccc3OC3OC(CO)C(O)C(O)C3O)oc2c1OC,DKQNLLRUQPBLQO-YBRRIHFMSA-N,C24H26O13,522.4563851807847,37,5,1.0
Scutellaria baicalensis,LTS0223846,Q104393619,"(2s,3s,4s,5r,6r)-3,4,5-trihydroxy-6-[(5-hydroxy-6-methoxy-4-oxo-2-phenylchromen-7-yl)oxy]oxane-2-carboxylic acid",COc1c(OC2OC(C(=O)O)C(O)C(O)C2O)cc2oc(-c3ccccc3)cc(=O)c2c1O,QXIPXNZUEQYPLZ-DCIOMXRHSA-N,C22H20O11,460.3884590091151,33,5,1.0
Scutellaria baicalensis,LTS0222693,Q27103649,2-hydroxyacetophenone,O=C(CO)c1ccccc1,ZWVHTXAYIKBMEE-UHFFFAOYSA-N,C8H8O2,136.14822306004913,10,1,1.0468628376218807
Scutellaria baicalensis,LTS0214160,Q2879363,baicalein,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,FXNFHKRTJBSTCS-UHFFFAOYSA-N,C15H10O5,270.2374706279249,20,4,1.0
Scutellaria baicalensis,LTS0222306,Q2879368,baicalin,O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,IKIIZLYTISPENI-ZFORQUDYSA-N,C21H18O11,446.36184160467553,32,5,1.0
Scutellaria baicalensis,LTS0058857,Q105148335,"7-{[(1s,3s,4r,5s,8r)-4,8-dihydroxy-7-oxo-2,6-dioxabicyclo[3.2.1]octan-3-yl]oxy}-5,6-dihydroxy-2-phenylchromen-4-one",O=C1OC2C(O)C(Oc3cc4oc(-c5ccccc5)cc(=O)c4c(O)c3O)OC1C2O,KZMNJHYDTYSPTO-XLIFZOOWSA-N,C21H16O10,428.3465551694545,31,7,1.00495646914402
Scutellaria baicalensis,LTS0220769,Q3459685,eriodictyol,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,SBHXYTNGIZCORC-ZDUSSCGKSA-N,C15H12O6,288.2527570631458,21,4,1.0223156369628004
Scutellaria baicalensis,LTS0208715,Q312251,p-cresol,Cc1ccc(O)cc1,IWDCLRJOBJJRNH-UHFFFAOYSA-N,C7H8O,108.13808223569174,8,1,1.0
Scutellaria baicalensis,LTS0216520,Q190143,malic acid,O=C(O)CC(O)C(=O)O,BJEPYKJPYRNKOW-UHFFFAOYSA-N,C4H6O5,134.08761274795373,9,0,2.3399465095295824
Scutellaria baicalensis,LTS0210146,Q150831,pentadecane,CCCCCCCCCCCCCCC,YCOZIPAWZNQLMR-UHFFFAOYSA-N,C15H32,212.41514257424527,15,0,1.0
Scutellaria baicalensis,LTS0264412,Q83104921,"2-(2,5-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",O=c1cc(-c2cc(O)ccc2O)oc2cc(O)cc(O)c12,CFICGXRYLHEUQQ-UHFFFAOYSA-N,C15H10O6,286.23687555549424,21,4,1.0
Scutellaria baicalensis,LTS0210348,Q150968,docosane,CCCCCCCCCCCCCCCCCCCCCC,HOWGUJZVBDQJKV-UHFFFAOYSA-N,C22H46,310.60146440532225,22,0,1.0
Scutellaria baicalensis,LTS0069098,Q27109609,butenedioic acid,O=C(O)C=CC(=O)O,VZCYOOQTPOCHFL-UHFFFAOYSA-N,C4H4O4,116.07232631273277,8,0,2.50743982322078
Scutellaria baicalensis,LTS0147542,Q83104920,"2-(2,3-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",O=c1cc(-c2cccc(O)c2O)oc2cc(O)cc(O)c12,STAGATUVRDVEAT-UHFFFAOYSA-N,C15H10O6,286.23687555549424,21,4,1.0
Scutellaria baicalensis,LTS0009511,Q105263643,"(2r,3r)-2-(2,6-dimethoxyphenyl)-3,5,7-trimethoxy-2,3-dihydro-1-benzopyran-4-one",COc1cc(OC)c2c(c1)OC(c1c(OC)cccc1OC)C(OC)C2=O,SYLLBZVMSOPMCI-UXHICEINSA-N,C20H22O7,374.38524901291316,27,4,1.0173566065266226
Scutellaria baicalensis,LTS0164232,Q150788,tridecane,CCCCCCCCCCCCC,IIYFAKIEWZDVMP-UHFFFAOYSA-N,C13H28,184.3619077653661,13,0,1.0
Scutellaria baicalensis,LTS0240477,Q105350058,"5,7-dihydroxy-2-(2-hydroxy-6-{[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)chromen-4-one",O=c1cc(-c2c(O)cccc2OC2OC(CO)C(O)C(O)C2O)oc2cc(O)cc(O)c12,YLCGMXKVTQXMCZ-CMWLGVBASA-N,C21H20O11,448.37772311232715,32,5,1.0
Scutellaria baicalensis,LTS0184906,Q83112679,"2-(2,6-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",O=c1cc(-c2c(O)cccc2O)oc2cc(O)cc(O)c12,WJXXUIYFPVIHDH-UHFFFAOYSA-N,C15H10O6,286.23687555549424,21,4,1.0
Scutellaria baicalensis,LTS0212477,Q104995664,"6-hydroxy-2-(2-hydroxy-6-methoxyphenyl)-5,7,8-trimethoxychromen-4-one",COc1cccc(O)c1-c1cc(=O)c2c(OC)c(O)c(OC)c(OC)c2o1,FIEOXQXIXIHTRL-UHFFFAOYSA-N,C19H18O8,374.3421550283914,27,4,1.0
Scutellaria baicalensis,LTS0238927,Q104971439,"2-(benzoyloxy)-3-hydroxy-3,4,8a-trimethyl-8-methylidene-4-[2-(5-oxo-2h-furan-3-yl)ethyl]-hexahydronaphthalen-1-yl benzoate",C=C1CCCC2C1(C)C(OC(=O)c1ccccc1)C(OC(=O)c1ccccc1)C(C)(O)C2(C)CCC1=CC(=O)OC1,CWOKDPJWTGLVOB-UHFFFAOYSA-N,C34H38O7,558.6626036291577,41,6,1.1706818418667102
Scutellaria baicalensis,LTS0014531,Q105138894,"5,7-dihydroxy-2-(3-hydroxy-2-methoxy-6-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-8-methoxychromen-4-one",COc1c(O)ccc(OC2OC(CO)C(O)C(O)C2O)c1-c1cc(=O)c2c(O)cc(O)c(OC)c2o1,KCQRDVPUUNCDDW-UHFFFAOYSA-N,C23H24O13,508.42976777634505,36,5,1.0
Scutellaria baicalensis,LTS0038470,Q105341198,"2-(2,3-dihydroxy-6-methoxyphenyl)-5,7-dihydroxy-8-methoxychromen-4-one",COc1ccc(O)c(O)c1-c1cc(=O)c2c(O)cc(O)c(OC)c2o1,XSRVJYLKXRRMBY-UHFFFAOYSA-N,C17H14O8,346.2889202195122,25,4,1.0
Scutellaria baicalensis,LTS0040648,Q229995,p-methoxyacetophenone,COc1ccc(C(C)=O)cc1,NTPLXRHDUXRPNE-UHFFFAOYSA-N,C9H10O2,150.1748404644887,11,1,1.0426025796562552
Scutellaria baicalensis,LTS0028189,Q908490,dioctyl phthalate,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,MQIUGAXCHLFZKX-UHFFFAOYSA-N,C24H38O4,390.5570298785695,28,1,1.0109750388189012
Scutellaria baicalensis,LTS0005896,Q27149851,cnidilide,CCCCC1OC(=O)C2C=CCCC12,UXDIXFDKSPCUIX-AXFHLTTASA-N,C12H18O2,194.270574185459,14,3,1.0109750388189012
Scutellaria baicalensis,LTS0251712,,"(4bs)-2-isopropyl-4b,8,8-trimethyl-5,6,7,8a,9,10-hexahydrophenanthren-3-ol",CC(C)c1cc2c(cc1O)C1(C)CCCC(C)(C)C1CC2,QXNWVJOHUAQHLM-ROPPNANJSA-N,C20H30O,286.45234547810304,21,6,1.0
Scutellaria baicalensis,LTS0050472,Q104665494,"6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)-4-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-3-yl 3-(3,4-dihydroxyphenyl)prop-2-enoate",CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(CO)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O,FBSKJMQYURKNSU-UHFFFAOYSA-N,C29H36O15,624.5882820581212,44,4,1.4638276379140862
Scutellaria baicalensis,LTS0063413,Q104396798,"6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)-4-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-3-yl 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",COc1cc(C=CC(=O)OC2C(CO)OC(OCCc3ccc(O)c(O)c3)C(O)C2OC2OC(C)C(O)C(O)C2O)ccc1O,ZMYQRHSOVRDQDL-UHFFFAOYSA-N,C30H38O15,638.6148994625607,45,4,1.4306970923487943
Scutellaria baicalensis,LTS0249819,Q105232623,"5-hydroxy-2-(2-hydroxy-6-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-6,7-dimethoxychromen-4-one",COc1cc2oc(-c3c(O)cccc3OC3OC(CO)C(O)C(O)C3O)cc(=O)c2c(O)c1OC,RAHSMXDAFMQQCL-UHFFFAOYSA-N,C23H24O12,492.43036284877564,35,5,1.0
Scutellaria baicalensis,LTS0027076,Q6813065,mellein,CC1Cc2cccc(O)c2C(=O)O1,KWILGNNWGSNMPA-UHFFFAOYSA-N,C10H10O3,178.18498128884613,13,3,1.0118192725742012
Scutellaria baicalensis,LTS0054560,Q174937,anisaldehyde,COc1ccc(C=O)cc1,ZRSNZINYAWTAHE-UHFFFAOYSA-N,C8H8O2,136.14822306004913,10,1,1.0
Scutellaria baicalensis,LTS0247042,Q105197381,"5-hydroxy-8-methoxy-4-oxo-2-phenylchromen-7-yl 2,3,4,5-tetrahydroxy-6-oxohexanoate",COc1c(OC(=O)C(O)C(O)C(O)C(O)C=O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,ORCNZQFUOUOAKR-UHFFFAOYSA-N,C22H20O11,460.3884590091151,33,4,1.0
