tier_1_krw,tier_12_krw,tier_123_krw,synthesis_krw,grand_total_krw,duration_tier1_weeks,duration_tier12_weeks,recommendation
15600000,24100000,42700000,5050000,47750000,10,14,Tier 1 (paper 공개 전 IC50 + hERG + skin irritation) 우선 진행
