compound,target,has_warhead,warheads,cys_target
Madecassic acid,MMP9,False,,Cys99
Madecassic acid,TGFB1,False,,Cys223
Madecassic acid,CTGF,False,,
Madecassic acid,TYR,False,,Cys81
Madecassic acid,SIRT1,False,,Cys371
Madecassic acid,SRD5A2,False,,
Madecassic acid,AR,False,,
Madecassic acid,FAP,False,,
Madecassic acid,LOX,False,,
Madecassic acid,PDGFRB,False,,
Madecassic acid,POSTN,False,,
Madecassic acid,ACTA2,False,,
Madecassic acid,MITF,False,,
Madecassic acid,COL1A1,False,,
Madecassic acid,COL3A1,False,,
Caffeic acid,MMP1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Caffeic acid,MMP3,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Caffeic acid,MMP9,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Caffeic acid,TGFB1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Caffeic acid,CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Caffeic acid,TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Caffeic acid,SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Caffeic acid,SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Caffeic acid,AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Caffeic acid,FAP,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Caffeic acid,LOX,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Caffeic acid,PDGFRB,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Caffeic acid,POSTN,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Caffeic acid,ACTA2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Caffeic acid,MITF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Caffeic acid,COL1A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Caffeic acid,COL3A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Shikonin,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Shikonin,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Shikonin,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Shikonin,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Shikonin,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Shikonin,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Shikonin,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Shikonin,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Shikonin,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Shikonin,FAP,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Shikonin,LOX,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Shikonin,PDGFRB,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Shikonin,POSTN,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Shikonin,ACTA2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Shikonin,MITF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Shikonin,COL1A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Shikonin,COL3A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Emodin,MMP1,False,,Cys278
Emodin,MMP3,False,,Cys100
Emodin,MMP9,False,,Cys99
Emodin,TGFB1,False,,Cys223
Emodin,CTGF,False,,
Emodin,TYR,False,,Cys81
Emodin,SIRT1,False,,Cys371
Emodin,SRD5A2,False,,
Emodin,AR,False,,
Emodin,FAP,False,,
Emodin,LOX,False,,
Emodin,PDGFRB,False,,
Emodin,POSTN,False,,
Emodin,ACTA2,False,,
Emodin,MITF,False,,
Emodin,COL1A1,False,,
Emodin,COL3A1,False,,
Thujin,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Thujin,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Thujin,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Thujin,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Thujin,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Thujin,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Thujin,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Thujin,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Thujin,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Thujin,FAP,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Thujin,LOX,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Thujin,PDGFRB,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Thujin,POSTN,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Thujin,ACTA2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Thujin,MITF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Thujin,COL1A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Thujin,COL3A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Quercetin,MMP1,False,,Cys278
Quercetin,MMP3,False,,Cys100
Quercetin,MMP9,False,,Cys99
Quercetin,TGFB1,False,,Cys223
Quercetin,CTGF,False,,
Quercetin,TYR,False,,Cys81
Quercetin,SIRT1,False,,Cys371
Quercetin,SRD5A2,False,,
Quercetin,AR,False,,
Quercetin,FAP,False,,
Quercetin,LOX,False,,
Quercetin,PDGFRB,False,,
Quercetin,POSTN,False,,
Quercetin,ACTA2,False,,
Quercetin,MITF,False,,
Quercetin,COL1A1,False,,
Quercetin,COL3A1,False,,
Finasteride,MMP1,False,,Cys278
Finasteride,MMP3,False,,Cys100
Finasteride,MMP9,False,,Cys99
Finasteride,TGFB1,False,,Cys223
Finasteride,CTGF,False,,
Finasteride,TYR,False,,Cys81
Finasteride,SIRT1,False,,Cys371
Finasteride,SRD5A2,False,,
Finasteride,AR,False,,
Finasteride,FAP,False,,
Finasteride,LOX,False,,
Finasteride,PDGFRB,False,,
Finasteride,POSTN,False,,
Finasteride,ACTA2,False,,
Finasteride,MITF,False,,
Finasteride,COL1A1,False,,
Finasteride,COL3A1,False,,
Withaferin A,MMP1,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Withaferin A,MMP3,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Withaferin A,MMP9,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Withaferin A,TGFB1,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Withaferin A,CTGF,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Withaferin A,TYR,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Withaferin A,SIRT1,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Withaferin A,SRD5A2,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Withaferin A,AR,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Withaferin A,FAP,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Withaferin A,LOX,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Withaferin A,PDGFRB,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Withaferin A,POSTN,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Withaferin A,ACTA2,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Withaferin A,MITF,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Withaferin A,COL1A1,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Withaferin A,COL3A1,True,michael_acceptor_acrylate;epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Hydroxytyrosol,MMP1,False,,Cys278
Hydroxytyrosol,MMP3,False,,Cys100
Hydroxytyrosol,MMP9,False,,Cys99
Hydroxytyrosol,TGFB1,False,,Cys223
Hydroxytyrosol,CTGF,False,,
Hydroxytyrosol,TYR,False,,Cys81
Hydroxytyrosol,SIRT1,False,,Cys371
Hydroxytyrosol,SRD5A2,False,,
Hydroxytyrosol,AR,False,,
Hydroxytyrosol,FAP,False,,
Hydroxytyrosol,LOX,False,,
Hydroxytyrosol,PDGFRB,False,,
Hydroxytyrosol,POSTN,False,,
Hydroxytyrosol,ACTA2,False,,
Hydroxytyrosol,MITF,False,,
Hydroxytyrosol,COL1A1,False,,
Hydroxytyrosol,COL3A1,False,,
Niacinamide,MMP1,False,,Cys278
Niacinamide,MMP3,False,,Cys100
Niacinamide,MMP9,False,,Cys99
Niacinamide,TGFB1,False,,Cys223
Niacinamide,CTGF,False,,
Niacinamide,TYR,False,,Cys81
Niacinamide,SIRT1,False,,Cys371
Niacinamide,SRD5A2,False,,
Niacinamide,AR,False,,
Niacinamide,FAP,False,,
Niacinamide,LOX,False,,
Niacinamide,PDGFRB,False,,
Niacinamide,POSTN,False,,
Niacinamide,ACTA2,False,,
Niacinamide,MITF,False,,
Niacinamide,COL1A1,False,,
Niacinamide,COL3A1,False,,
Rhein,MMP1,False,,Cys278
Rhein,MMP3,False,,Cys100
Rhein,MMP9,False,,Cys99
Rhein,TGFB1,False,,Cys223
Rhein,CTGF,False,,
Rhein,TYR,False,,Cys81
Rhein,SIRT1,False,,Cys371
Rhein,SRD5A2,False,,
Rhein,AR,False,,
Rhein,FAP,False,,
Rhein,LOX,False,,
Rhein,PDGFRB,False,,
Rhein,POSTN,False,,
Rhein,ACTA2,False,,
Rhein,MITF,False,,
Rhein,COL1A1,False,,
Rhein,COL3A1,False,,
Epicatechin,MMP1,False,,Cys278
Epicatechin,MMP3,False,,Cys100
Epicatechin,MMP9,False,,Cys99
Epicatechin,TGFB1,False,,Cys223
Epicatechin,CTGF,False,,
Epicatechin,TYR,False,,Cys81
Epicatechin,SIRT1,False,,Cys371
Epicatechin,SRD5A2,False,,
Epicatechin,AR,False,,
Epicatechin,FAP,False,,
Epicatechin,LOX,False,,
Epicatechin,PDGFRB,False,,
Epicatechin,POSTN,False,,
Epicatechin,ACTA2,False,,
Epicatechin,MITF,False,,
Epicatechin,COL1A1,False,,
Epicatechin,COL3A1,False,,
Aloe-emodin,MMP1,False,,Cys278
Aloe-emodin,MMP3,False,,Cys100
Aloe-emodin,MMP9,False,,Cys99
Aloe-emodin,TGFB1,False,,Cys223
Aloe-emodin,CTGF,False,,
Aloe-emodin,TYR,False,,Cys81
Aloe-emodin,SIRT1,False,,Cys371
Aloe-emodin,SRD5A2,False,,
Aloe-emodin,AR,False,,
Aloe-emodin,FAP,False,,
Aloe-emodin,LOX,False,,
Aloe-emodin,PDGFRB,False,,
Aloe-emodin,POSTN,False,,
Aloe-emodin,ACTA2,False,,
Aloe-emodin,MITF,False,,
Aloe-emodin,COL1A1,False,,
Aloe-emodin,COL3A1,False,,
Andrographolide,MMP1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Andrographolide,MMP3,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Andrographolide,MMP9,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Andrographolide,TGFB1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Andrographolide,CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Andrographolide,TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Andrographolide,SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Andrographolide,SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Andrographolide,AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Andrographolide,FAP,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Andrographolide,LOX,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Andrographolide,PDGFRB,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Andrographolide,POSTN,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Andrographolide,ACTA2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Andrographolide,MITF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Andrographolide,COL1A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Andrographolide,COL3A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Ellagic acid,MMP1,False,,Cys278
Ellagic acid,MMP3,False,,Cys100
Ellagic acid,MMP9,False,,Cys99
Ellagic acid,TGFB1,False,,Cys223
Ellagic acid,CTGF,False,,
Ellagic acid,TYR,False,,Cys81
Ellagic acid,SIRT1,False,,Cys371
Ellagic acid,SRD5A2,False,,
Ellagic acid,AR,False,,
Ellagic acid,FAP,False,,
Ellagic acid,LOX,False,,
Ellagic acid,PDGFRB,False,,
Ellagic acid,POSTN,False,,
Ellagic acid,ACTA2,False,,
Ellagic acid,MITF,False,,
Ellagic acid,COL1A1,False,,
Ellagic acid,COL3A1,False,,
Epigallocatechin,MMP1,False,,Cys278
Epigallocatechin,MMP3,False,,Cys100
Epigallocatechin,MMP9,False,,Cys99
Epigallocatechin,TGFB1,False,,Cys223
Epigallocatechin,CTGF,False,,
Epigallocatechin,TYR,False,,Cys81
Epigallocatechin,SIRT1,False,,Cys371
Epigallocatechin,SRD5A2,False,,
Epigallocatechin,AR,False,,
Epigallocatechin,FAP,False,,
Epigallocatechin,LOX,False,,
Epigallocatechin,PDGFRB,False,,
Epigallocatechin,POSTN,False,,
Epigallocatechin,ACTA2,False,,
Epigallocatechin,MITF,False,,
Epigallocatechin,COL1A1,False,,
Epigallocatechin,COL3A1,False,,
Kojic acid,MMP1,False,,Cys278
Kojic acid,MMP3,False,,Cys100
Kojic acid,MMP9,False,,Cys99
Kojic acid,TGFB1,False,,Cys223
Kojic acid,CTGF,False,,
Kojic acid,TYR,False,,Cys81
Kojic acid,SIRT1,False,,Cys371
Kojic acid,SRD5A2,False,,
Kojic acid,AR,False,,
Kojic acid,FAP,False,,
Kojic acid,LOX,False,,
Kojic acid,PDGFRB,False,,
Kojic acid,POSTN,False,,
Kojic acid,ACTA2,False,,
Kojic acid,MITF,False,,
Kojic acid,COL1A1,False,,
Kojic acid,COL3A1,False,,
4-Methoxyresorcinol,MMP1,False,,Cys278
4-Methoxyresorcinol,MMP3,False,,Cys100
4-Methoxyresorcinol,MMP9,False,,Cys99
4-Methoxyresorcinol,TGFB1,False,,Cys223
4-Methoxyresorcinol,CTGF,False,,
4-Methoxyresorcinol,TYR,False,,Cys81
4-Methoxyresorcinol,SIRT1,False,,Cys371
4-Methoxyresorcinol,SRD5A2,False,,
4-Methoxyresorcinol,AR,False,,
4-Methoxyresorcinol,FAP,False,,
4-Methoxyresorcinol,LOX,False,,
4-Methoxyresorcinol,PDGFRB,False,,
4-Methoxyresorcinol,POSTN,False,,
4-Methoxyresorcinol,ACTA2,False,,
4-Methoxyresorcinol,MITF,False,,
4-Methoxyresorcinol,COL1A1,False,,
4-Methoxyresorcinol,COL3A1,False,,
EGCG,MMP1,False,,Cys278
EGCG,MMP3,False,,Cys100
EGCG,MMP9,False,,Cys99
EGCG,TGFB1,False,,Cys223
EGCG,CTGF,False,,
EGCG,TYR,False,,Cys81
EGCG,SIRT1,False,,Cys371
EGCG,SRD5A2,False,,
EGCG,AR,False,,
EGCG,FAP,False,,
EGCG,LOX,False,,
EGCG,PDGFRB,False,,
EGCG,POSTN,False,,
EGCG,ACTA2,False,,
EGCG,MITF,False,,
EGCG,COL1A1,False,,
EGCG,COL3A1,False,,
Silymarin,MMP1,False,,Cys278
Silymarin,MMP3,False,,Cys100
Silymarin,MMP9,False,,Cys99
Silymarin,TGFB1,False,,Cys223
Silymarin,CTGF,False,,
Silymarin,TYR,False,,Cys81
Silymarin,SIRT1,False,,Cys371
Silymarin,SRD5A2,False,,
Silymarin,AR,False,,
Silymarin,FAP,False,,
Silymarin,LOX,False,,
Silymarin,PDGFRB,False,,
Silymarin,POSTN,False,,
Silymarin,ACTA2,False,,
Silymarin,MITF,False,,
Silymarin,COL1A1,False,,
Silymarin,COL3A1,False,,
Procyanidin B2,MMP1,False,,Cys278
Procyanidin B2,MMP3,False,,Cys100
Procyanidin B2,MMP9,False,,Cys99
Procyanidin B2,TGFB1,False,,Cys223
Procyanidin B2,CTGF,False,,
Procyanidin B2,TYR,False,,Cys81
Procyanidin B2,SIRT1,False,,Cys371
Procyanidin B2,SRD5A2,False,,
Procyanidin B2,AR,False,,
Procyanidin B2,FAP,False,,
Procyanidin B2,LOX,False,,
Procyanidin B2,PDGFRB,False,,
Procyanidin B2,POSTN,False,,
Procyanidin B2,ACTA2,False,,
Procyanidin B2,MITF,False,,
Procyanidin B2,COL1A1,False,,
Procyanidin B2,COL3A1,False,,
Marimastat,MMP1,False,,Cys278
Marimastat,MMP3,False,,Cys100
Marimastat,MMP9,False,,Cys99
Marimastat,TGFB1,False,,Cys223
Marimastat,CTGF,False,,
Marimastat,TYR,False,,Cys81
Marimastat,SIRT1,False,,Cys371
Marimastat,SRD5A2,False,,
Marimastat,AR,False,,
Marimastat,FAP,False,,
Marimastat,LOX,False,,
Marimastat,PDGFRB,False,,
Marimastat,POSTN,False,,
Marimastat,ACTA2,False,,
Marimastat,MITF,False,,
Marimastat,COL1A1,False,,
Marimastat,COL3A1,False,,
Avenanthramide B,MMP1,False,,Cys278
Avenanthramide B,MMP3,False,,Cys100
Avenanthramide B,MMP9,False,,Cys99
Avenanthramide B,TGFB1,False,,Cys223
Avenanthramide B,CTGF,False,,
Avenanthramide B,TYR,False,,Cys81
Avenanthramide B,SIRT1,False,,Cys371
Avenanthramide B,SRD5A2,False,,
Avenanthramide B,AR,False,,
Avenanthramide B,FAP,False,,
Avenanthramide B,LOX,False,,
Avenanthramide B,PDGFRB,False,,
Avenanthramide B,POSTN,False,,
Avenanthramide B,ACTA2,False,,
Avenanthramide B,MITF,False,,
Avenanthramide B,COL1A1,False,,
Avenanthramide B,COL3A1,False,,
Theaflavin,MMP1,False,,Cys278
Theaflavin,MMP3,False,,Cys100
Theaflavin,MMP9,False,,Cys99
Theaflavin,TGFB1,False,,Cys223
Theaflavin,CTGF,False,,
Theaflavin,TYR,False,,Cys81
Theaflavin,SIRT1,False,,Cys371
Theaflavin,SRD5A2,False,,
Theaflavin,AR,False,,
Theaflavin,FAP,False,,
Theaflavin,LOX,False,,
Theaflavin,PDGFRB,False,,
Theaflavin,POSTN,False,,
Theaflavin,ACTA2,False,,
Theaflavin,MITF,False,,
Theaflavin,COL1A1,False,,
Theaflavin,COL3A1,False,,
Salvianolic acid B,MMP1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Salvianolic acid B,MMP3,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Salvianolic acid B,MMP9,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Salvianolic acid B,TGFB1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Salvianolic acid B,CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Salvianolic acid B,TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Salvianolic acid B,SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Salvianolic acid B,SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Salvianolic acid B,AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Salvianolic acid B,FAP,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Salvianolic acid B,LOX,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Salvianolic acid B,PDGFRB,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Salvianolic acid B,POSTN,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Salvianolic acid B,ACTA2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Salvianolic acid B,MITF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Salvianolic acid B,COL1A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Salvianolic acid B,COL3A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Polydatin,MMP1,False,,Cys278
Polydatin,MMP3,False,,Cys100
Polydatin,MMP9,False,,Cys99
Polydatin,TGFB1,False,,Cys223
Polydatin,CTGF,False,,
Polydatin,TYR,False,,Cys81
Polydatin,SIRT1,False,,Cys371
Polydatin,SRD5A2,False,,
Polydatin,AR,False,,
Polydatin,FAP,False,,
Polydatin,LOX,False,,
Polydatin,PDGFRB,False,,
Polydatin,POSTN,False,,
Polydatin,ACTA2,False,,
Polydatin,MITF,False,,
Polydatin,COL1A1,False,,
Polydatin,COL3A1,False,,
Byakangelicin,MMP1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Byakangelicin,MMP3,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Byakangelicin,MMP9,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Byakangelicin,TGFB1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Byakangelicin,CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Byakangelicin,TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Byakangelicin,SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Byakangelicin,SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Byakangelicin,AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Byakangelicin,FAP,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Byakangelicin,LOX,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Byakangelicin,PDGFRB,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Byakangelicin,POSTN,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Byakangelicin,ACTA2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Byakangelicin,MITF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Byakangelicin,COL1A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Byakangelicin,COL3A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Mulberroside A,MMP1,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Mulberroside A,MMP3,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Mulberroside A,MMP9,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Mulberroside A,TGFB1,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Mulberroside A,CTGF,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Mulberroside A,TYR,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Mulberroside A,SIRT1,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Mulberroside A,SRD5A2,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Mulberroside A,AR,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Mulberroside A,FAP,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Mulberroside A,LOX,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Mulberroside A,PDGFRB,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Mulberroside A,POSTN,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Mulberroside A,ACTA2,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Mulberroside A,MITF,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Mulberroside A,COL1A1,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Mulberroside A,COL3A1,True,epoxide;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Liquiritin,MMP1,False,,Cys278
Liquiritin,MMP3,False,,Cys100
Liquiritin,MMP9,False,,Cys99
Liquiritin,TGFB1,False,,Cys223
Liquiritin,CTGF,False,,
Liquiritin,TYR,False,,Cys81
Liquiritin,SIRT1,False,,Cys371
Liquiritin,SRD5A2,False,,
Liquiritin,AR,False,,
Liquiritin,FAP,False,,
Liquiritin,LOX,False,,
Liquiritin,PDGFRB,False,,
Liquiritin,POSTN,False,,
Liquiritin,ACTA2,False,,
Liquiritin,MITF,False,,
Liquiritin,COL1A1,False,,
Liquiritin,COL3A1,False,,
Ascorbic acid,MMP1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Ascorbic acid,MMP3,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Ascorbic acid,MMP9,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Ascorbic acid,TGFB1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Ascorbic acid,CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
