compound,target,has_warhead,warheads,cys_target
Beta-Sitosterol,MMP1,False,,Cys278
Beta-Sitosterol,MMP3,False,,Cys100
Beta-Sitosterol,MMP9,False,,Cys99
Beta-Sitosterol,TGFB1,False,,Cys223
Beta-Sitosterol,CTGF,False,,
Beta-Sitosterol,TYR,False,,Cys81
Beta-Sitosterol,SIRT1,False,,Cys371
Beta-Sitosterol,SRD5A2,False,,
Beta-Sitosterol,AR,False,,
Beta-Sitosterol,FAP,False,,
Beta-Sitosterol,LOX,False,,
Beta-Sitosterol,PDGFRB,False,,
Beta-Sitosterol,POSTN,False,,
Beta-Sitosterol,ACTA2,False,,
Beta-Sitosterol,MITF,False,,
Beta-Sitosterol,COL1A1,False,,
Beta-Sitosterol,COL3A1,False,,
Hyperforin,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Hyperforin,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Hyperforin,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Hyperforin,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Hyperforin,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Hyperforin,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Hyperforin,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Hyperforin,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Hyperforin,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Hyperforin,FAP,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Hyperforin,LOX,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Hyperforin,PDGFRB,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Hyperforin,POSTN,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Hyperforin,ACTA2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Hyperforin,MITF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Hyperforin,COL1A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Hyperforin,COL3A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Lupeol,MMP1,False,,Cys278
Lupeol,MMP3,False,,Cys100
Lupeol,MMP9,False,,Cys99
Lupeol,TGFB1,False,,Cys223
Lupeol,CTGF,False,,
Lupeol,TYR,False,,Cys81
Lupeol,SIRT1,False,,Cys371
Lupeol,SRD5A2,False,,
Lupeol,AR,False,,
Lupeol,FAP,False,,
Lupeol,LOX,False,,
Lupeol,PDGFRB,False,,
Lupeol,POSTN,False,,
Lupeol,ACTA2,False,,
Lupeol,MITF,False,,
Lupeol,COL1A1,False,,
Lupeol,COL3A1,False,,
Oleanolic acid,MMP1,False,,Cys278
Oleanolic acid,MMP3,False,,Cys100
Oleanolic acid,MMP9,False,,Cys99
Oleanolic acid,TGFB1,False,,Cys223
Oleanolic acid,CTGF,False,,
Oleanolic acid,TYR,False,,Cys81
Oleanolic acid,SIRT1,False,,Cys371
Oleanolic acid,SRD5A2,False,,
Oleanolic acid,AR,False,,
Oleanolic acid,FAP,False,,
Oleanolic acid,LOX,False,,
Oleanolic acid,PDGFRB,False,,
Oleanolic acid,POSTN,False,,
Oleanolic acid,ACTA2,False,,
Oleanolic acid,MITF,False,,
Oleanolic acid,COL1A1,False,,
Oleanolic acid,COL3A1,False,,
Betulinic acid,MMP1,False,,Cys278
Betulinic acid,MMP3,False,,Cys100
Betulinic acid,MMP9,False,,Cys99
Betulinic acid,TGFB1,False,,Cys223
Betulinic acid,CTGF,False,,
Betulinic acid,TYR,False,,Cys81
Betulinic acid,SIRT1,False,,Cys371
Betulinic acid,SRD5A2,False,,
Betulinic acid,AR,False,,
Betulinic acid,FAP,False,,
Betulinic acid,LOX,False,,
Betulinic acid,PDGFRB,False,,
Betulinic acid,POSTN,False,,
Betulinic acid,ACTA2,False,,
Betulinic acid,MITF,False,,
Betulinic acid,COL1A1,False,,
Betulinic acid,COL3A1,False,,
Ursolic acid,MMP1,False,,Cys278
Ursolic acid,MMP3,False,,Cys100
Ursolic acid,MMP9,False,,Cys99
Ursolic acid,TGFB1,False,,Cys223
Ursolic acid,CTGF,False,,
Ursolic acid,TYR,False,,Cys81
Ursolic acid,SIRT1,False,,Cys371
Ursolic acid,SRD5A2,False,,
Ursolic acid,AR,False,,
Ursolic acid,FAP,False,,
Ursolic acid,LOX,False,,
Ursolic acid,PDGFRB,False,,
Ursolic acid,POSTN,False,,
Ursolic acid,ACTA2,False,,
Ursolic acid,MITF,False,,
Ursolic acid,COL1A1,False,,
Ursolic acid,COL3A1,False,,
Bakuchiol,MMP1,False,,Cys278
Bakuchiol,MMP3,False,,Cys100
Bakuchiol,MMP9,False,,Cys99
Bakuchiol,TGFB1,False,,Cys223
Bakuchiol,CTGF,False,,
Bakuchiol,TYR,False,,Cys81
Bakuchiol,SIRT1,False,,Cys371
Bakuchiol,SRD5A2,False,,
Bakuchiol,AR,False,,
Bakuchiol,FAP,False,,
Bakuchiol,LOX,False,,
Bakuchiol,PDGFRB,False,,
Bakuchiol,POSTN,False,,
Bakuchiol,ACTA2,False,,
Bakuchiol,MITF,False,,
Bakuchiol,COL1A1,False,,
Bakuchiol,COL3A1,False,,
Retinol,MMP1,False,,Cys278
Retinol,MMP3,False,,Cys100
Retinol,MMP9,False,,Cys99
Retinol,TGFB1,False,,Cys223
Retinol,CTGF,False,,
Retinol,TYR,False,,Cys81
Retinol,SIRT1,False,,Cys371
Retinol,SRD5A2,False,,
Retinol,AR,False,,
Retinol,FAP,False,,
Retinol,LOX,False,,
Retinol,PDGFRB,False,,
Retinol,POSTN,False,,
Retinol,ACTA2,False,,
Retinol,MITF,False,,
Retinol,COL1A1,False,,
Retinol,COL3A1,False,,
Tretinoin,MMP1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Tretinoin,MMP3,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Tretinoin,MMP9,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Tretinoin,TGFB1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Tretinoin,CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Tretinoin,TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Tretinoin,SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Tretinoin,SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Tretinoin,AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Tretinoin,FAP,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Tretinoin,LOX,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Tretinoin,PDGFRB,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Tretinoin,POSTN,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Tretinoin,ACTA2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Tretinoin,MITF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Tretinoin,COL1A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Tretinoin,COL3A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Epimedin C,MMP1,False,,Cys278
Epimedin C,MMP3,False,,Cys100
Epimedin C,MMP9,False,,Cys99
Epimedin C,TGFB1,False,,Cys223
Epimedin C,CTGF,False,,
Epimedin C,TYR,False,,Cys81
Epimedin C,SIRT1,False,,Cys371
Epimedin C,SRD5A2,False,,
Epimedin C,AR,False,,
Epimedin C,FAP,False,,
Epimedin C,LOX,False,,
Epimedin C,PDGFRB,False,,
Epimedin C,POSTN,False,,
Epimedin C,ACTA2,False,,
Epimedin C,MITF,False,,
Epimedin C,COL1A1,False,,
Epimedin C,COL3A1,False,,
Rapanone,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Rapanone,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Rapanone,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Rapanone,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Rapanone,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Rapanone,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Rapanone,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Rapanone,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Rapanone,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Rapanone,FAP,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Rapanone,LOX,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Rapanone,PDGFRB,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Rapanone,POSTN,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Rapanone,ACTA2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Rapanone,MITF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Rapanone,COL1A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Rapanone,COL3A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Bisabolol,MMP1,False,,Cys278
Bisabolol,MMP3,False,,Cys100
Bisabolol,MMP9,False,,Cys99
Bisabolol,TGFB1,False,,Cys223
Bisabolol,CTGF,False,,
Bisabolol,TYR,False,,Cys81
Bisabolol,SIRT1,False,,Cys371
Bisabolol,SRD5A2,False,,
Bisabolol,AR,False,,
Bisabolol,FAP,False,,
Bisabolol,LOX,False,,
Bisabolol,PDGFRB,False,,
Bisabolol,POSTN,False,,
Bisabolol,ACTA2,False,,
Bisabolol,MITF,False,,
Bisabolol,COL1A1,False,,
Bisabolol,COL3A1,False,,
Tetrahydroxystilbene glucoside,MMP1,False,,Cys278
Tetrahydroxystilbene glucoside,MMP3,False,,Cys100
Tetrahydroxystilbene glucoside,MMP9,False,,Cys99
Tetrahydroxystilbene glucoside,TGFB1,False,,Cys223
Tetrahydroxystilbene glucoside,CTGF,False,,
Tetrahydroxystilbene glucoside,TYR,False,,Cys81
Tetrahydroxystilbene glucoside,SIRT1,False,,Cys371
Tetrahydroxystilbene glucoside,SRD5A2,False,,
Tetrahydroxystilbene glucoside,AR,False,,
Tetrahydroxystilbene glucoside,FAP,False,,
Tetrahydroxystilbene glucoside,LOX,False,,
Tetrahydroxystilbene glucoside,PDGFRB,False,,
Tetrahydroxystilbene glucoside,POSTN,False,,
Tetrahydroxystilbene glucoside,ACTA2,False,,
Tetrahydroxystilbene glucoside,MITF,False,,
Tetrahydroxystilbene glucoside,COL1A1,False,,
Tetrahydroxystilbene glucoside,COL3A1,False,,
Calendulin,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Calendulin,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Calendulin,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Calendulin,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Calendulin,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Calendulin,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Calendulin,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Calendulin,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Calendulin,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Calendulin,FAP,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Calendulin,LOX,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Calendulin,PDGFRB,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Calendulin,POSTN,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Calendulin,ACTA2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Calendulin,MITF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Calendulin,COL1A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Calendulin,COL3A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Honokiol,MMP1,False,,Cys278
Honokiol,MMP3,False,,Cys100
Honokiol,MMP9,False,,Cys99
Honokiol,TGFB1,False,,Cys223
Honokiol,CTGF,False,,
Honokiol,TYR,False,,Cys81
Honokiol,SIRT1,False,,Cys371
Honokiol,SRD5A2,False,,
Honokiol,AR,False,,
Honokiol,FAP,False,,
Honokiol,LOX,False,,
Honokiol,PDGFRB,False,,
Honokiol,POSTN,False,,
Honokiol,ACTA2,False,,
Honokiol,MITF,False,,
Honokiol,COL1A1,False,,
Honokiol,COL3A1,False,,
Embelin,MMP1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Embelin,MMP3,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Embelin,MMP9,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Embelin,TGFB1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Embelin,CTGF,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Embelin,TYR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Embelin,SIRT1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Embelin,SRD5A2,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Embelin,AR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Embelin,FAP,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Embelin,LOX,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Embelin,PDGFRB,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Embelin,POSTN,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Embelin,ACTA2,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Embelin,MITF,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Embelin,COL1A1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Embelin,COL3A1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
5-O-methyl-Embelin,MMP1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
5-O-methyl-Embelin,MMP3,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
5-O-methyl-Embelin,MMP9,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
5-O-methyl-Embelin,TGFB1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
5-O-methyl-Embelin,CTGF,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
5-O-methyl-Embelin,TYR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
5-O-methyl-Embelin,SIRT1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
5-O-methyl-Embelin,SRD5A2,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
5-O-methyl-Embelin,AR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
5-O-methyl-Embelin,FAP,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
5-O-methyl-Embelin,LOX,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
5-O-methyl-Embelin,PDGFRB,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
5-O-methyl-Embelin,POSTN,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
5-O-methyl-Embelin,ACTA2,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
5-O-methyl-Embelin,MITF,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
5-O-methyl-Embelin,COL1A1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
5-O-methyl-Embelin,COL3A1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Tanshinone IIA,MMP1,False,,Cys278
Tanshinone IIA,MMP3,False,,Cys100
Tanshinone IIA,MMP9,False,,Cys99
Tanshinone IIA,TGFB1,False,,Cys223
Tanshinone IIA,CTGF,False,,
Tanshinone IIA,TYR,False,,Cys81
Tanshinone IIA,SIRT1,False,,Cys371
Tanshinone IIA,SRD5A2,False,,
Tanshinone IIA,AR,False,,
Tanshinone IIA,FAP,False,,
Tanshinone IIA,LOX,False,,
Tanshinone IIA,PDGFRB,False,,
Tanshinone IIA,POSTN,False,,
Tanshinone IIA,ACTA2,False,,
Tanshinone IIA,MITF,False,,
Tanshinone IIA,COL1A1,False,,
Tanshinone IIA,COL3A1,False,,
Magnolol,MMP1,False,,Cys278
Magnolol,MMP3,False,,Cys100
Magnolol,MMP9,False,,Cys99
Magnolol,TGFB1,False,,Cys223
Magnolol,CTGF,False,,
Magnolol,TYR,False,,Cys81
Magnolol,SIRT1,False,,Cys371
Magnolol,SRD5A2,False,,
Magnolol,AR,False,,
Magnolol,FAP,False,,
Magnolol,LOX,False,,
Magnolol,PDGFRB,False,,
Magnolol,POSTN,False,,
Magnolol,ACTA2,False,,
Magnolol,MITF,False,,
Magnolol,COL1A1,False,,
Magnolol,COL3A1,False,,
Imperatorin,MMP1,False,,Cys278
Imperatorin,MMP3,False,,Cys100
Imperatorin,MMP9,False,,Cys99
Imperatorin,TGFB1,False,,Cys223
Imperatorin,CTGF,False,,
Imperatorin,TYR,False,,Cys81
Imperatorin,SIRT1,False,,Cys371
Imperatorin,SRD5A2,False,,
Imperatorin,AR,False,,
Imperatorin,FAP,False,,
Imperatorin,LOX,False,,
Imperatorin,PDGFRB,False,,
Imperatorin,POSTN,False,,
Imperatorin,ACTA2,False,,
Imperatorin,MITF,False,,
Imperatorin,COL1A1,False,,
Imperatorin,COL3A1,False,,
Licochalcone A,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Licochalcone A,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Licochalcone A,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Licochalcone A,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Licochalcone A,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Licochalcone A,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Licochalcone A,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Licochalcone A,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Licochalcone A,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Licochalcone A,FAP,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Licochalcone A,LOX,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Licochalcone A,PDGFRB,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Licochalcone A,POSTN,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Licochalcone A,ACTA2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Licochalcone A,MITF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Licochalcone A,COL1A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Licochalcone A,COL3A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Hexylresorcinol,MMP1,False,,Cys278
Hexylresorcinol,MMP3,False,,Cys100
Hexylresorcinol,MMP9,False,,Cys99
Hexylresorcinol,TGFB1,False,,Cys223
Hexylresorcinol,CTGF,False,,
Hexylresorcinol,TYR,False,,Cys81
Hexylresorcinol,SIRT1,False,,Cys371
Hexylresorcinol,SRD5A2,False,,
Hexylresorcinol,AR,False,,
Hexylresorcinol,FAP,False,,
Hexylresorcinol,LOX,False,,
Hexylresorcinol,PDGFRB,False,,
Hexylresorcinol,POSTN,False,,
Hexylresorcinol,ACTA2,False,,
Hexylresorcinol,MITF,False,,
Hexylresorcinol,COL1A1,False,,
Hexylresorcinol,COL3A1,False,,
3-decyl-2-5-dihydroxy-benzoquinone,MMP1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
3-decyl-2-5-dihydroxy-benzoquinone,MMP3,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
3-decyl-2-5-dihydroxy-benzoquinone,MMP9,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
3-decyl-2-5-dihydroxy-benzoquinone,TGFB1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
3-decyl-2-5-dihydroxy-benzoquinone,CTGF,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
3-decyl-2-5-dihydroxy-benzoquinone,TYR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
3-decyl-2-5-dihydroxy-benzoquinone,SIRT1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
3-decyl-2-5-dihydroxy-benzoquinone,SRD5A2,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
3-decyl-2-5-dihydroxy-benzoquinone,AR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
3-decyl-2-5-dihydroxy-benzoquinone,FAP,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
3-decyl-2-5-dihydroxy-benzoquinone,LOX,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
3-decyl-2-5-dihydroxy-benzoquinone,PDGFRB,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
3-decyl-2-5-dihydroxy-benzoquinone,POSTN,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
3-decyl-2-5-dihydroxy-benzoquinone,ACTA2,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
3-decyl-2-5-dihydroxy-benzoquinone,MITF,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
3-decyl-2-5-dihydroxy-benzoquinone,COL1A1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
3-decyl-2-5-dihydroxy-benzoquinone,COL3A1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,
alpha-Arbutin,MMP1,False,,Cys278
alpha-Arbutin,MMP3,False,,Cys100
alpha-Arbutin,MMP9,False,,Cys99
alpha-Arbutin,TGFB1,False,,Cys223
alpha-Arbutin,CTGF,False,,
alpha-Arbutin,TYR,False,,Cys81
alpha-Arbutin,SIRT1,False,,Cys371
alpha-Arbutin,SRD5A2,False,,
alpha-Arbutin,AR,False,,
alpha-Arbutin,FAP,False,,
alpha-Arbutin,LOX,False,,
alpha-Arbutin,PDGFRB,False,,
alpha-Arbutin,POSTN,False,,
alpha-Arbutin,ACTA2,False,,
alpha-Arbutin,MITF,False,,
alpha-Arbutin,COL1A1,False,,
alpha-Arbutin,COL3A1,False,,
Carnosic acid,MMP1,False,,Cys278
Carnosic acid,MMP3,False,,Cys100
Carnosic acid,MMP9,False,,Cys99
Carnosic acid,TGFB1,False,,Cys223
Carnosic acid,CTGF,False,,
Carnosic acid,TYR,False,,Cys81
Carnosic acid,SIRT1,False,,Cys371
Carnosic acid,SRD5A2,False,,
Carnosic acid,AR,False,,
Carnosic acid,FAP,False,,
Carnosic acid,LOX,False,,
Carnosic acid,PDGFRB,False,,
Carnosic acid,POSTN,False,,
Carnosic acid,ACTA2,False,,
Carnosic acid,MITF,False,,
Carnosic acid,COL1A1,False,,
Carnosic acid,COL3A1,False,,
Carnosol,MMP1,False,,Cys278
Carnosol,MMP3,False,,Cys100
Carnosol,MMP9,False,,Cys99
Carnosol,TGFB1,False,,Cys223
Carnosol,CTGF,False,,
Carnosol,TYR,False,,Cys81
Carnosol,SIRT1,False,,Cys371
Carnosol,SRD5A2,False,,
Carnosol,AR,False,,
Carnosol,FAP,False,,
Carnosol,LOX,False,,
Carnosol,PDGFRB,False,,
Carnosol,POSTN,False,,
Carnosol,ACTA2,False,,
Carnosol,MITF,False,,
Carnosol,COL1A1,False,,
Carnosol,COL3A1,False,,
Eucalyptol,MMP1,False,,Cys278
Eucalyptol,MMP3,False,,Cys100
Eucalyptol,MMP9,False,,Cys99
Eucalyptol,TGFB1,False,,Cys223
Eucalyptol,CTGF,False,,
Eucalyptol,TYR,False,,Cys81
Eucalyptol,SIRT1,False,,Cys371
Eucalyptol,SRD5A2,False,,
Eucalyptol,AR,False,,
Eucalyptol,FAP,False,,
Eucalyptol,LOX,False,,
Eucalyptol,PDGFRB,False,,
Eucalyptol,POSTN,False,,
Eucalyptol,ACTA2,False,,
Eucalyptol,MITF,False,,
Eucalyptol,COL1A1,False,,
Eucalyptol,COL3A1,False,,
Pterostilbene,MMP1,False,,Cys278
Pterostilbene,MMP3,False,,Cys100
Pterostilbene,MMP9,False,,Cys99
Pterostilbene,TGFB1,False,,Cys223
Pterostilbene,CTGF,False,,
Pterostilbene,TYR,False,,Cys81
Pterostilbene,SIRT1,False,,Cys371
Pterostilbene,SRD5A2,False,,
Pterostilbene,AR,False,,
Pterostilbene,FAP,False,,
Pterostilbene,LOX,False,,
Pterostilbene,PDGFRB,False,,
Pterostilbene,POSTN,False,,
Pterostilbene,ACTA2,False,,
Pterostilbene,MITF,False,,
Pterostilbene,COL1A1,False,,
Pterostilbene,COL3A1,False,,
Linalool,MMP1,False,,Cys278
Linalool,MMP3,False,,Cys100
Linalool,MMP9,False,,Cys99
Linalool,TGFB1,False,,Cys223
Linalool,CTGF,False,,
Linalool,TYR,False,,Cys81
Linalool,SIRT1,False,,Cys371
Linalool,SRD5A2,False,,
Linalool,AR,False,,
Linalool,FAP,False,,
Linalool,LOX,False,,
Linalool,PDGFRB,False,,
Linalool,POSTN,False,,
Linalool,ACTA2,False,,
Linalool,MITF,False,,
Linalool,COL1A1,False,,
Linalool,COL3A1,False,,
Glabridin,MMP1,False,,Cys278
Glabridin,MMP3,False,,Cys100
Glabridin,MMP9,False,,Cys99
Glabridin,TGFB1,False,,Cys223
Glabridin,CTGF,False,,
Glabridin,TYR,False,,Cys81
Glabridin,SIRT1,False,,Cys371
Glabridin,SRD5A2,False,,
Glabridin,AR,False,,
Glabridin,FAP,False,,
Glabridin,LOX,False,,
Glabridin,PDGFRB,False,,
Glabridin,POSTN,False,,
Glabridin,ACTA2,False,,
